instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name
16655,2012-12-01,Musim Dingin,1,12,17,0,6,Hari Libur,Berawan,0.34,0.3485,0.76,0.1045,50,270,320,Sore,Sabtu
16656,2012-12-01,Musim Dingin,1,12,18,0,6,Hari Libur,Berawan,0.34,0.3636,0.76,0.0,42,255,297,Sore,Sabtu
16657,2012-12-01,Musim Dingin,1,12,19,0,6,Hari Libur,Berawan,0.32,0.3485,0.81,0.0,30,219,249,Sore,Sabtu
16658,2012-12-01,Musim Dingin,1,12,20,0,6,Hari Libur,Cerah,0.32,0.3485,0.81,0.0,28,170,198,Sore,Sabtu
16659,2012-12-01,Musim Dingin,1,12,21,0,6,Hari Libur,Berawan,0.3,0.3333,0.87,0.0,23,135,158,Malam,Sabtu
16660,2012-12-01,Musim Dingin,1,12,22,0,6,Hari Libur,Berawan,0.3,0.3333,0.87,0.0,17,130,147,Malam,Sabtu
16661,2012-12-01,Musim Dingin,1,12,23,0,6,Hari Libur,Berawan,0.32,0.3485,0.81,0.0,10,116,126,Malam,Sabtu
16662,2012-12-02,Musim Dingin,1,12,0,0,0,Hari Libur,Berawan,0.3,0.3182,0.87,0.0896,9,108,117,Malam,Minggu
16663,2012-12-02,Musim Dingin,1,12,1,0,0,Hari Libur,Berawan,0.3,0.3182,0.87,0.0896,10,84,94,Malam,Minggu
16664,2012-12-02,Musim Dingin,1,12,2,0,0,Hari Libur,Berawan,0.3,0.3333,0.87,0.0,2,72,74,Malam,Minggu
16665,2012-12-02,Musim Dingin,1,12,3,0,0,Hari Libur,Berawan,0.26,0.303,0.93,0.0,4,21,25,Malam,Minggu
16666,2012-12-02,Musim Dingin,1,12,4,0,0,Hari Libur,Berawan,0.26,0.303,0.93,0.0,1,6,7,Malam,Minggu
16667,2012-12-02,Musim Dingin,1,12,5,0,0,Hari Libur,Berawan,0.26,0.303,0.93,0.0,1,7,8,Pagi,Minggu
16668,2012-12-02,Musim Dingin,1,12,6,0,0,Hari Libur,Berawan,0.24,0.2424,0.93,0.1343,1,15,16,Pagi,Minggu
16669,2012-12-02,Musim Dingin,1,12,7,0,0,Hari Libur,Berawan,0.24,0.2424,0.93,0.1343,5,26,31,Pagi,Minggu
16670,2012-12-02,Musim Dingin,1,12,8,0,0,Hari Libur,Berawan,0.26,0.2879,0.93,0.0896,12,81,93,Pagi,Minggu
16671,2012-12-02,Musim Dingin,1,12,9,0,0,Hari Libur,Berawan,0.28,0.2727,0.93,0.1642,37,135,172,Pagi,Minggu
16672,2012-12-02,Musim Dingin,1,12,10,0,0,Hari Libur,Berawan,0.3,0.3333,0.87,0.0,63,230,293,Pagi,Minggu
16673,2012-12-02,Musim Dingin,1,12,11,0,0,Hari Libur,Berawan,0.32,0.3182,0.81,0.1642,81,274,355,Pagi,Minggu
16674,2012-12-02,Musim Dingin,1,12,12,0,0,Hari Libur,Berawan,0.34,0.3333,0.81,0.1642,111,409,520,Siang,Minggu
16675,2012-12-02,Musim Dingin,1,12,13,0,0,Hari Libur,Cerah,0.4,0.4091,0.71,0.2239,84,347,431,Siang,Minggu
16676,2012-12-02,Musim Dingin,1,12,14,0,0,Hari Libur,Cerah,0.44,0.4394,0.62,0.2537,142,331,473,Siang,Minggu
16677,2012-12-02,Musim Dingin,1,12,15,0,0,Hari Libur,Cerah,0.44,0.4394,0.67,0.1343,106,311,417,Siang,Minggu
16678,2012-12-02,Musim Dingin,1,12,16,0,0,Hari Libur,Berawan,0.44,0.4394,0.67,0.1045,85,358,443,Siang,Minggu
16679,2012-12-02,Musim Dingin,1,12,17,0,0,Hari Libur,Hujan ringan,0.4,0.4091,0.76,0.194,59,244,303,Sore,Minggu
16680,2012-12-02,Musim Dingin,1,12,18,0,0,Hari Libur,Berawan,0.44,0.4394,0.72,0.1045,25,178,203,Sore,Minggu
16681,2012-12-02,Musim Dingin,1,12,19,0,0,Hari Libur,Berawan,0.4,0.4091,0.82,0.194,16,158,174,Sore,Minggu
16682,2012-12-02,Musim Dingin,1,12,20,0,0,Hari Libur,Berawan,0.42,0.4242,0.82,0.194,12,142,154,Sore,Minggu
16683,2012-12-02,Musim Dingin,1,12,21,0,0,Hari Libur,Berawan,0.44,0.4394,0.77,0.2239,8,91,99,Malam,Minggu
16684,2012-12-02,Musim Dingin,1,12,22,0,0,Hari Libur,Berawan,0.44,0.4394,0.77,0.194,11,85,96,Malam,Minggu
16685,2012-12-02,Musim Dingin,1,12,23,0,0,Hari Libur,Berawan,0.42,0.4242,0.82,0.1343,7,44,51,Malam,Minggu
16686,2012-12-03,Musim Dingin,1,12,0,0,1,Hari Kerja,Berawan,0.42,0.4242,0.82,0.1642,3,18,21,Malam,Senin
16687,2012-12-03,Musim Dingin,1,12,1,0,1,Hari Kerja,Cerah,0.4,0.4091,0.82,0.1343,2,11,13,Malam,Senin
16688,2012-12-03,Musim Dingin,1,12,2,0,1,Hari Kerja,Cerah,0.42,0.4242,0.77,0.1642,1,9,10,Malam,Senin
16689,2012-12-03,Musim Dingin,1,12,3,0,1,Hari Kerja,Cerah,0.38,0.3939,0.87,0.0,2,6,8,Malam,Senin
16690,2012-12-03,Musim Dingin,1,12,4,0,1,Hari Kerja,Cerah,0.36,0.3788,0.93,0.0,1,4,5,Malam,Senin
16691,2012-12-03,Musim Dingin,1,12,5,0,1,Hari Kerja,Cerah,0.34,0.3485,0.93,0.0896,0,38,38,Pagi,Senin
16692,2012-12-03,Musim Dingin,1,12,6,0,1,Hari Kerja,Cerah,0.36,0.3788,0.93,0.0,2,136,138,Pagi,Senin
16693,2012-12-03,Musim Dingin,1,12,7,0,1,Hari Kerja,Berawan,0.34,0.3636,0.93,0.0,9,387,396,Pagi,Senin
16694,2012-12-03,Musim Dingin,1,12,8,0,1,Hari Kerja,Cerah,0.36,0.3788,0.93,0.0,19,712,731,Pagi,Senin
16695,2012-12-03,Musim Dingin,1,12,9,0,1,Hari Kerja,Cerah,0.4,0.4091,0.87,0.0896,19,289,308,Pagi,Senin
16696,2012-12-03,Musim Dingin,1,12,10,0,1,Hari Kerja,Cerah,0.44,0.4394,0.77,0.1343,31,105,136,Pagi,Senin
16697,2012-12-03,Musim Dingin,1,12,11,0,1,Hari Kerja,Cerah,0.48,0.4697,0.77,0.1343,51,182,233,Pagi,Senin
16698,2012-12-03,Musim Dingin,1,12,12,0,1,Hari Kerja,Cerah,0.52,0.5,0.68,0.1642,40,228,268,Siang,Senin
16699,2012-12-03,Musim Dingin,1,12,13,0,1,Hari Kerja,Cerah,0.58,0.5455,0.56,0.0896,81,240,321,Siang,Senin
16700,2012-12-03,Musim Dingin,1,12,14,0,1,Hari Kerja,Cerah,0.6,0.6212,0.53,0.0,51,209,260,Siang,Senin
16701,2012-12-03,Musim Dingin,1,12,15,0,1,Hari Kerja,Cerah,0.6,0.6212,0.56,0.0,58,210,268,Siang,Senin
16702,2012-12-03,Musim Dingin,1,12,16,0,1,Hari Kerja,Cerah,0.6,0.6212,0.53,0.1343,45,397,442,Siang,Senin
16703,2012-12-03,Musim Dingin,1,12,17,0,1,Hari Kerja,Cerah,0.52,0.5,0.63,0.1045,43,665,708,Sore,Senin
16704,2012-12-03,Musim Dingin,1,12,18,0,1,Hari Kerja,Cerah,0.5,0.4848,0.68,0.0896,26,666,692,Sore,Senin
16705,2012-12-03,Musim Dingin,1,12,19,0,1,Hari Kerja,Cerah,0.5,0.4848,0.68,0.0896,27,444,471,Sore,Senin
16706,2012-12-03,Musim Dingin,1,12,20,0,1,Hari Kerja,Berawan,0.46,0.4545,0.77,0.0,16,284,300,Sore,Senin
16707,2012-12-03,Musim Dingin,1,12,21,0,1,Hari Kerja,Cerah,0.44,0.4394,0.82,0.194,14,207,221,Malam,Senin
16708,2012-12-03,Musim Dingin,1,12,22,0,1,Hari Kerja,Cerah,0.42,0.4242,0.82,0.1045,5,139,144,Malam,Senin
16709,2012-12-03,Musim Dingin,1,12,23,0,1,Hari Kerja,Cerah,0.42,0.4242,0.82,0.1045,9,93,102,Malam,Senin
16710,2012-12-04,Musim Dingin,1,12,0,0,2,Hari Kerja,Cerah,0.42,0.4242,0.88,0.1045,6,49,55,Malam,Selasa
16711,2012-12-04,Musim Dingin,1,12,1,0,2,Hari Kerja,Cerah,0.42,0.4242,0.82,0.1045,3,22,25,Malam,Selasa
16712,2012-12-04,Musim Dingin,1,12,2,0,2,Hari Kerja,Cerah,0.42,0.4242,0.88,0.0896,3,5,8,Malam,Selasa
16713,2012-12-04,Musim Dingin,1,12,3,0,2,Hari Kerja,Berawan,0.4,0.4091,0.87,0.1343,1,3,4,Malam,Selasa
16714,2012-12-04,Musim Dingin,1,12,4,0,2,Hari Kerja,Berawan,0.4,0.4091,0.87,0.1343,0,7,7,Malam,Selasa
16715,2012-12-04,Musim Dingin,1,12,5,0,2,Hari Kerja,Berawan,0.44,0.4394,0.88,0.0,1,45,46,Pagi,Selasa
16716,2012-12-04,Musim Dingin,1,12,6,0,2,Hari Kerja,Berawan,0.36,0.3788,0.93,0.0,3,150,153,Pagi,Selasa
16717,2012-12-04,Musim Dingin,1,12,7,0,2,Hari Kerja,Cerah,0.42,0.4242,0.88,0.1343,7,495,502,Pagi,Selasa
16718,2012-12-04,Musim Dingin,1,12,8,0,2,Hari Kerja,Berawan,0.44,0.4394,0.88,0.1642,21,700,721,Pagi,Selasa
16719,2012-12-04,Musim Dingin,1,12,9,0,2,Hari Kerja,Cerah,0.46,0.4545,0.82,0.1045,19,317,336,Pagi,Selasa
16720,2012-12-04,Musim Dingin,1,12,10,0,2,Hari Kerja,Cerah,0.46,0.4545,0.82,0.194,26,130,156,Pagi,Selasa
16721,2012-12-04,Musim Dingin,1,12,11,0,2,Hari Kerja,Cerah,0.48,0.4697,0.77,0.194,24,183,207,Pagi,Selasa
16722,2012-12-04,Musim Dingin,1,12,12,0,2,Hari Kerja,Cerah,0.52,0.5,0.68,0.194,39,273,312,Siang,Selasa
16723,2012-12-04,Musim Dingin,1,12,13,0,2,Hari Kerja,Berawan,0.54,0.5152,0.64,0.1642,39,233,272,Siang,Selasa
16724,2012-12-04,Musim Dingin,1,12,14,0,2,Hari Kerja,Berawan,0.58,0.5455,0.56,0.2239,39,231,270,Siang,Selasa
16725,2012-12-04,Musim Dingin,1,12,15,0,2,Hari Kerja,Berawan,0.6,0.6212,0.49,0.2537,56,244,300,Siang,Selasa
16726,2012-12-04,Musim Dingin,1,12,16,0,2,Hari Kerja,Cerah,0.58,0.5455,0.49,0.2836,44,391,435,Siang,Selasa
16727,2012-12-04,Musim Dingin,1,12,17,0,2,Hari Kerja,Cerah,0.52,0.5,0.59,0.2239,43,700,743,Sore,Selasa
16728,2012-12-04,Musim Dingin,1,12,18,0,2,Hari Kerja,Cerah,0.5,0.4848,0.63,0.2239,38,693,731,Sore,Selasa
16729,2012-12-04,Musim Dingin,1,12,19,0,2,Hari Kerja,Cerah,0.48,0.4697,0.67,0.2239,46,414,460,Sore,Selasa
16730,2012-12-04,Musim Dingin,1,12,20,0,2,Hari Kerja,Berawan,0.5,0.4848,0.63,0.2239,34,272,306,Sore,Selasa
16731,2012-12-04,Musim Dingin,1,12,21,0,2,Hari Kerja,Berawan,0.5,0.4848,0.63,0.2537,28,252,280,Malam,Selasa
16732,2012-12-04,Musim Dingin,1,12,22,0,2,Hari Kerja,Berawan,0.5,0.4848,0.63,0.2985,26,155,181,Malam,Selasa
16733,2012-12-04,Musim Dingin,1,12,23,0,2,Hari Kerja,Cerah,0.48,0.4697,0.67,0.2537,5,91,96,Malam,Selasa
16734,2012-12-05,Musim Dingin,1,12,0,0,3,Hari Kerja,Cerah,0.5,0.4848,0.59,0.2836,6,31,37,Malam,Rabu
16735,2012-12-05,Musim Dingin,1,12,1,0,3,Hari Kerja,Cerah,0.52,0.5,0.55,0.3284,0,11,11,Malam,Rabu
16736,2012-12-05,Musim Dingin,1,12,2,0,3,Hari Kerja,Cerah,0.46,0.4545,0.67,0.1642,2,7,9,Malam,Rabu
16737,2012-12-05,Musim Dingin,1,12,3,0,3,Hari Kerja,Cerah,0.48,0.4697,0.67,0.1343,0,7,7,Malam,Rabu
16738,2012-12-05,Musim Dingin,1,12,4,0,3,Hari Kerja,Cerah,0.5,0.4848,0.63,0.4478,1,9,10,Malam,Rabu
16739,2012-12-05,Musim Dingin,1,12,5,0,3,Hari Kerja,Cerah,0.5,0.4848,0.59,0.2836,1,48,49,Pagi,Rabu
16740,2012-12-05,Musim Dingin,1,12,6,0,3,Hari Kerja,Hujan ringan,0.48,0.4697,0.55,0.3881,5,119,124,Pagi,Rabu
16741,2012-12-05,Musim Dingin,1,12,7,0,3,Hari Kerja,Hujan ringan,0.46,0.4545,0.59,0.2985,9,389,398,Pagi,Rabu
16742,2012-12-05,Musim Dingin,1,12,8,0,3,Hari Kerja,Berawan,0.44,0.4394,0.58,0.2836,22,737,759,Pagi,Rabu
16743,2012-12-05,Musim Dingin,1,12,9,0,3,Hari Kerja,Berawan,0.44,0.4394,0.51,0.2239,26,362,388,Pagi,Rabu
16744,2012-12-05,Musim Dingin,1,12,10,0,3,Hari Kerja,Berawan,0.44,0.4394,0.47,0.3582,14,127,141,Pagi,Rabu
16745,2012-12-05,Musim Dingin,1,12,11,0,3,Hari Kerja,Cerah,0.44,0.4394,0.44,0.2836,11,161,172,Pagi,Rabu
16746,2012-12-05,Musim Dingin,1,12,12,0,3,Hari Kerja,Cerah,0.44,0.4394,0.41,0.2836,24,208,232,Siang,Rabu
16747,2012-12-05,Musim Dingin,1,12,13,0,3,Hari Kerja,Cerah,0.46,0.4545,0.41,0.2836,14,200,214,Siang,Rabu
16748,2012-12-05,Musim Dingin,1,12,14,0,3,Hari Kerja,Cerah,0.48,0.4697,0.33,0.4925,39,179,218,Siang,Rabu
16749,2012-12-05,Musim Dingin,1,12,15,0,3,Hari Kerja,Cerah,0.48,0.4697,0.33,0.2836,20,265,285,Siang,Rabu
16750,2012-12-05,Musim Dingin,1,12,16,0,3,Hari Kerja,Cerah,0.46,0.4545,0.33,0.2836,23,354,377,Siang,Rabu
16751,2012-12-05,Musim Dingin,1,12,17,0,3,Hari Kerja,Cerah,0.44,0.4394,0.35,0.2836,29,576,605,Sore,Rabu
16752,2012-12-05,Musim Dingin,1,12,18,0,3,Hari Kerja,Cerah,0.42,0.4242,0.35,0.4478,29,580,609,Sore,Rabu
16753,2012-12-05,Musim Dingin,1,12,19,0,3,Hari Kerja,Cerah,0.38,0.3939,0.43,0.3582,14,400,414,Sore,Rabu
16754,2012-12-05,Musim Dingin,1,12,20,0,3,Hari Kerja,Cerah,0.34,0.303,0.46,0.3881,19,274,293,Sore,Rabu
16755,2012-12-05,Musim Dingin,1,12,21,0,3,Hari Kerja,Cerah,0.34,0.303,0.46,0.4179,14,184,198,Malam,Rabu
16756,2012-12-05,Musim Dingin,1,12,22,0,3,Hari Kerja,Cerah,0.32,0.2879,0.45,0.3881,4,101,105,Malam,Rabu
16757,2012-12-05,Musim Dingin,1,12,23,0,3,Hari Kerja,Cerah,0.3,0.2727,0.49,0.3881,5,69,74,Malam,Rabu
16758,2012-12-06,Musim Dingin,1,12,0,0,4,Hari Kerja,Cerah,0.26,0.2424,0.48,0.2836,1,43,44,Malam,Kamis
16759,2012-12-06,Musim Dingin,1,12,1,0,4,Hari Kerja,Cerah,0.26,0.2424,0.48,0.2836,0,16,16,Malam,Kamis
16760,2012-12-06,Musim Dingin,1,12,2,0,4,Hari Kerja,Cerah,0.24,0.2121,0.52,0.2836,0,9,9,Malam,Kamis
16761,2012-12-06,Musim Dingin,1,12,3,0,4,Hari Kerja,Cerah,0.22,0.2273,0.55,0.194,0,2,2,Malam,Kamis
16762,2012-12-06,Musim Dingin,1,12,4,0,4,Hari Kerja,Cerah,0.22,0.2121,0.55,0.2985,1,8,9,Malam,Kamis
16763,2012-12-06,Musim Dingin,1,12,5,0,4,Hari Kerja,Cerah,0.22,0.2121,0.55,0.2836,0,32,32,Pagi,Kamis
16764,2012-12-06,Musim Dingin,1,12,6,0,4,Hari Kerja,Cerah,0.22,0.2121,0.55,0.2985,2,122,124,Pagi,Kamis
16765,2012-12-06,Musim Dingin,1,12,7,0,4,Hari Kerja,Cerah,0.22,0.2121,0.51,0.2985,8,381,389,Pagi,Kamis
16766,2012-12-06,Musim Dingin,1,12,8,0,4,Hari Kerja,Cerah,0.22,0.2121,0.51,0.2985,13,646,659,Pagi,Kamis
16767,2012-12-06,Musim Dingin,1,12,9,0,4,Hari Kerja,Cerah,0.24,0.2273,0.48,0.194,19,257,276,Pagi,Kamis
16768,2012-12-06,Musim Dingin,1,12,10,0,4,Hari Kerja,Cerah,0.24,0.2273,0.52,0.194,23,122,145,Pagi,Kamis
16769,2012-12-06,Musim Dingin,1,12,11,0,4,Hari Kerja,Cerah,0.26,0.2576,0.48,0.1642,16,162,178,Pagi,Kamis
16770,2012-12-06,Musim Dingin,1,12,12,0,4,Hari Kerja,Cerah,0.28,0.3182,0.41,0.0,29,206,235,Siang,Kamis
16771,2012-12-06,Musim Dingin,1,12,13,0,4,Hari Kerja,Cerah,0.3,0.3333,0.39,0.0,33,212,245,Siang,Kamis
16772,2012-12-06,Musim Dingin,1,12,14,0,4,Hari Kerja,Cerah,0.3,0.3182,0.42,0.0896,37,175,212,Siang,Kamis
16773,2012-12-06,Musim Dingin,1,12,15,0,4,Hari Kerja,Cerah,0.32,0.3485,0.39,0.0,38,232,270,Siang,Kamis
16774,2012-12-06,Musim Dingin,1,12,16,0,4,Hari Kerja,Cerah,0.32,0.3485,0.42,0.0,39,292,331,Siang,Kamis
16775,2012-12-06,Musim Dingin,1,12,17,0,4,Hari Kerja,Cerah,0.3,0.3182,0.45,0.1045,31,586,617,Sore,Kamis
16776,2012-12-06,Musim Dingin,1,12,18,0,4,Hari Kerja,Cerah,0.28,0.2727,0.45,0.1642,23,542,565,Sore,Kamis
16777,2012-12-06,Musim Dingin,1,12,19,0,4,Hari Kerja,Cerah,0.26,0.2576,0.6,0.194,13,360,373,Sore,Kamis
16778,2012-12-06,Musim Dingin,1,12,20,0,4,Hari Kerja,Berawan,0.24,0.2576,0.6,0.1045,5,222,227,Sore,Kamis
16779,2012-12-06,Musim Dingin,1,12,21,0,4,Hari Kerja,Berawan,0.24,0.2424,0.6,0.1343,7,184,191,Malam,Kamis
16780,2012-12-06,Musim Dingin,1,12,22,0,4,Hari Kerja,Cerah,0.24,0.2424,0.65,0.1642,2,131,133,Malam,Kamis
16781,2012-12-06,Musim Dingin,1,12,23,0,4,Hari Kerja,Cerah,0.24,0.2424,0.65,0.1642,0,93,93,Malam,Kamis
16782,2012-12-07,Musim Dingin,1,12,0,0,5,Hari Kerja,Cerah,0.24,0.2576,0.7,0.1045,3,45,48,Malam,Jumat
16783,2012-12-07,Musim Dingin,1,12,1,0,5,Hari Kerja,Berawan,0.24,0.2273,0.7,0.194,2,26,28,Malam,Jumat
16784,2012-12-07,Musim Dingin,1,12,2,0,5,Hari Kerja,Berawan,0.26,0.2727,0.7,0.1343,0,11,11,Malam,Jumat
16785,2012-12-07,Musim Dingin,1,12,3,0,5,Hari Kerja,Berawan,0.26,0.2576,0.81,0.194,0,5,5,Malam,Jumat
16786,2012-12-07,Musim Dingin,1,12,4,0,5,Hari Kerja,Cerah,0.26,0.2727,0.75,0.1045,0,10,10,Malam,Jumat
16787,2012-12-07,Musim Dingin,1,12,5,0,5,Hari Kerja,Berawan,0.26,0.2727,0.81,0.1045,1,25,26,Pagi,Jumat
16788,2012-12-07,Musim Dingin,1,12,6,0,5,Hari Kerja,Berawan,0.28,0.2727,0.75,0.1642,0,84,84,Pagi,Jumat
16789,2012-12-07,Musim Dingin,1,12,7,0,5,Hari Kerja,Hujan ringan,0.28,0.2727,0.81,0.1642,3,212,215,Pagi,Jumat
16790,2012-12-07,Musim Dingin,1,12,8,0,5,Hari Kerja,Berawan,0.3,0.2879,0.75,0.194,11,430,441,Pagi,Jumat
16791,2012-12-07,Musim Dingin,1,12,9,0,5,Hari Kerja,Berawan,0.3,0.303,0.81,0.1343,10,291,301,Pagi,Jumat
16792,2012-12-07,Musim Dingin,1,12,10,0,5,Hari Kerja,Berawan,0.32,0.3182,0.76,0.1642,16,150,166,Pagi,Jumat
16793,2012-12-07,Musim Dingin,1,12,11,0,5,Hari Kerja,Berawan,0.32,0.3182,0.76,0.194,20,183,203,Pagi,Jumat
16794,2012-12-07,Musim Dingin,1,12,12,0,5,Hari Kerja,Berawan,0.34,0.3333,0.71,0.194,36,204,240,Siang,Jumat
16795,2012-12-07,Musim Dingin,1,12,13,0,5,Hari Kerja,Berawan,0.36,0.3485,0.66,0.1343,23,197,220,Siang,Jumat
16796,2012-12-07,Musim Dingin,1,12,14,0,5,Hari Kerja,Berawan,0.36,0.3485,0.71,0.1642,40,175,215,Siang,Jumat
16797,2012-12-07,Musim Dingin,1,12,15,0,5,Hari Kerja,Berawan,0.36,0.3485,0.71,0.1642,34,269,303,Siang,Jumat
16798,2012-12-07,Musim Dingin,1,12,16,0,5,Hari Kerja,Cerah,0.36,0.3485,0.76,0.1343,39,336,375,Siang,Jumat
16799,2012-12-07,Musim Dingin,1,12,17,0,5,Hari Kerja,Berawan,0.38,0.3939,0.66,0.0,29,539,568,Sore,Jumat
16800,2012-12-07,Musim Dingin,1,12,18,0,5,Hari Kerja,Berawan,0.38,0.3939,0.71,0.1045,25,473,498,Sore,Jumat
16801,2012-12-07,Musim Dingin,1,12,19,0,5,Hari Kerja,Berawan,0.38,0.3939,0.76,0.0,15,337,352,Sore,Jumat
16802,2012-12-07,Musim Dingin,1,12,20,0,5,Hari Kerja,Hujan ringan,0.38,0.3939,0.76,0.1045,12,229,241,Sore,Jumat
16803,2012-12-07,Musim Dingin,1,12,21,0,5,Hari Kerja,Berawan,0.36,0.3636,0.93,0.1045,9,162,171,Malam,Jumat
16804,2012-12-07,Musim Dingin,1,12,22,0,5,Hari Kerja,Berawan,0.36,0.3636,0.93,0.0896,15,150,165,Malam,Jumat
16805,2012-12-07,Musim Dingin,1,12,23,0,5,Hari Kerja,Berawan,0.36,0.3636,0.93,0.0896,6,116,122,Malam,Jumat
16806,2012-12-08,Musim Dingin,1,12,0,0,6,Hari Libur,Berawan,0.36,0.3636,0.93,0.0896,5,98,103,Malam,Sabtu
16807,2012-12-08,Musim Dingin,1,12,1,0,6,Hari Libur,Berawan,0.36,0.3485,0.93,0.1343,16,84,100,Malam,Sabtu
16808,2012-12-08,Musim Dingin,1,12,2,0,6,Hari Libur,Berawan,0.36,0.3485,0.93,0.1343,3,67,70,Malam,Sabtu
16809,2012-12-08,Musim Dingin,1,12,3,0,6,Hari Libur,Berawan,0.36,0.3636,0.93,0.1045,6,23,29,Malam,Sabtu
16810,2012-12-08,Musim Dingin,1,12,4,0,6,Hari Libur,Berawan,0.36,0.3788,0.93,0.0,3,9,12,Malam,Sabtu
16811,2012-12-08,Musim Dingin,1,12,5,0,6,Hari Libur,Berawan,0.36,0.3636,0.93,0.1045,2,4,6,Pagi,Sabtu
16812,2012-12-08,Musim Dingin,1,12,6,0,6,Hari Libur,Berawan,0.36,0.3636,0.93,0.1045,1,19,20,Pagi,Sabtu
16813,2012-12-08,Musim Dingin,1,12,7,0,6,Hari Libur,Berawan,0.36,0.3636,1.0,0.0896,3,36,39,Pagi,Sabtu
16814,2012-12-08,Musim Dingin,1,12,8,0,6,Hari Libur,Berawan,0.38,0.3939,0.94,0.0896,5,106,111,Pagi,Sabtu
16815,2012-12-08,Musim Dingin,1,12,9,0,6,Hari Libur,Berawan,0.38,0.3939,0.94,0.0,17,153,170,Pagi,Sabtu
16816,2012-12-08,Musim Dingin,1,12,10,0,6,Hari Libur,Berawan,0.4,0.4091,0.87,0.1343,43,244,287,Pagi,Sabtu
16817,2012-12-08,Musim Dingin,1,12,11,0,6,Hari Libur,Berawan,0.4,0.4091,0.87,0.1045,63,341,404,Pagi,Sabtu
16818,2012-12-08,Musim Dingin,1,12,12,0,6,Hari Libur,Berawan,0.4,0.4091,0.87,0.2239,122,364,486,Siang,Sabtu
16819,2012-12-08,Musim Dingin,1,12,13,0,6,Hari Libur,Berawan,0.4,0.4091,0.87,0.1642,148,399,547,Siang,Sabtu
16820,2012-12-08,Musim Dingin,1,12,14,0,6,Hari Libur,Berawan,0.4,0.4091,0.87,0.2836,164,378,542,Siang,Sabtu
16821,2012-12-08,Musim Dingin,1,12,15,0,6,Hari Libur,Cerah,0.42,0.4242,0.82,0.1642,167,374,541,Siang,Sabtu
16822,2012-12-08,Musim Dingin,1,12,16,0,6,Hari Libur,Cerah,0.42,0.4242,0.82,0.1642,139,368,507,Siang,Sabtu
16823,2012-12-08,Musim Dingin,1,12,17,0,6,Hari Libur,Cerah,0.38,0.3939,0.87,0.1343,77,268,345,Sore,Sabtu
16824,2012-12-08,Musim Dingin,1,12,18,0,6,Hari Libur,Cerah,0.4,0.4091,0.87,0.1045,40,264,304,Sore,Sabtu
16825,2012-12-08,Musim Dingin,1,12,19,0,6,Hari Libur,Cerah,0.4,0.4091,0.87,0.0,34,212,246,Sore,Sabtu
16826,2012-12-08,Musim Dingin,1,12,20,0,6,Hari Libur,Berawan,0.36,0.3788,1.0,0.0,20,162,182,Sore,Sabtu
16827,2012-12-08,Musim Dingin,1,12,21,0,6,Hari Libur,Berawan,0.36,0.3788,1.0,0.0,34,175,209,Malam,Sabtu
16828,2012-12-08,Musim Dingin,1,12,22,0,6,Hari Libur,Berawan,0.38,0.3939,0.94,0.1045,23,137,160,Malam,Sabtu
16829,2012-12-08,Musim Dingin,1,12,23,0,6,Hari Libur,Berawan,0.4,0.4091,0.94,0.0,18,144,162,Malam,Sabtu
16830,2012-12-09,Musim Dingin,1,12,0,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.1343,15,103,118,Malam,Minggu
16831,2012-12-09,Musim Dingin,1,12,1,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.1045,17,85,102,Malam,Minggu
16832,2012-12-09,Musim Dingin,1,12,2,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.1045,8,70,78,Malam,Minggu
16833,2012-12-09,Musim Dingin,1,12,3,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.1045,14,34,48,Malam,Minggu
16834,2012-12-09,Musim Dingin,1,12,4,0,0,Hari Libur,Berawan,0.4,0.4091,0.94,0.1045,1,11,12,Malam,Minggu
16835,2012-12-09,Musim Dingin,1,12,5,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.1045,0,8,8,Pagi,Minggu
16836,2012-12-09,Musim Dingin,1,12,6,0,0,Hari Libur,Hujan ringan,0.4,0.4091,0.94,0.1045,0,6,6,Pagi,Minggu
16837,2012-12-09,Musim Dingin,1,12,7,0,0,Hari Libur,Hujan ringan,0.4,0.4091,0.87,0.2239,1,22,23,Pagi,Minggu
16838,2012-12-09,Musim Dingin,1,12,8,0,0,Hari Libur,Hujan ringan,0.4,0.4091,0.87,0.1642,1,68,69,Pagi,Minggu
16839,2012-12-09,Musim Dingin,1,12,9,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.2537,9,94,103,Pagi,Minggu
16840,2012-12-09,Musim Dingin,1,12,10,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.2836,39,180,219,Pagi,Minggu
16841,2012-12-09,Musim Dingin,1,12,11,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.2985,40,210,250,Pagi,Minggu
16842,2012-12-09,Musim Dingin,1,12,12,0,0,Hari Libur,Berawan,0.4,0.4091,0.82,0.2985,60,255,315,Siang,Minggu
